Country,Year,Smoking
Nigeria,1993,8.6999998
Nigeria,1994,8.3000002
Nigeria,1995,7.8000002
Nigeria,1996,7.3000002
Nigeria,1997,6.5999999
Nigeria,1998,6.0999999
Nigeria,1999,5.6999998
Nigeria,2000,5.4000001
Nigeria,2001,5.1999998
Nigeria,2002,5.0999999
Nigeria,2003,4.9000001
Nigeria,2004,4.8000002
Nigeria,2005,4.5999999
Nigeria,2006,4.5
Nigeria,2007,4.4000001
Nigeria,2008,4.3000002
Nigeria,2009,4.1999998
Nigeria,2010,4.0999999
Nigeria,2011,4.0999999
Nigeria,2012,4
North Korea,1980,22.700001
North Korea,1981,22.700001
North Korea,1982,22.700001
North Korea,1983,22.6
North Korea,1984,22.5
North Korea,1985,22.5
North Korea,1986,22.5
North Korea,1987,22.5
North Korea,1988,22.6
North Korea,1989,22.700001
North Korea,1990,22.799999
North Korea,1991,23
North Korea,1992,23.299999
North Korea,1993,23.6
North Korea,1994,23.799999
North Korea,1995,24
North Korea,1996,24.200001
North Korea,1997,24.1
North Korea,1998,24
North Korea,1999,23.9
North Korea,2000,23.9
North Korea,2001,23.9
North Korea,2002,23.9
North Korea,2003,24
North Korea,2004,24
North Korea,2005,24
North Korea,2006,23.9
North Korea,2007,23.799999
North Korea,2008,23.700001
North Korea,2009,23.799999
North Korea,2010,23.799999
North Korea,2011,23.9
North Korea,2012,24
North Macedonia,1980,35
North Macedonia,1981,35.200001
North Macedonia,1982,35.400002
North Macedonia,1983,35.5
North Macedonia,1984,35.700001
North Macedonia,1985,36
North Macedonia,1986,36.200001
North Macedonia,1987,36.5
North Macedonia,1988,36.799999
North Macedonia,1989,37
North Macedonia,1990,37.200001
North Macedonia,1991,37.400002
North Macedonia,1992,37.5
North Macedonia,1993,37.5
North Macedonia,1994,37.5
North Macedonia,1995,37.5
North Macedonia,1996,37.400002
North Macedonia,1997,37.599998
North Macedonia,1998,37.700001
North Macedonia,1999,37.599998
North Macedonia,2000,37.599998
North Macedonia,2001,37.5
North Macedonia,2002,37.299999
North Macedonia,2003,37.200001
North Macedonia,2004,37
North Macedonia,2005,36.900002
North Macedonia,2006,36.900002
North Macedonia,2007,36.799999
North Macedonia,2008,36.799999
North Macedonia,2009,36.799999
North Macedonia,2010,36.799999
North Macedonia,2011,36.900002
North Macedonia,2012,36.900002
Norway,1980,34.400002
Norway,1981,34.599998
Norway,1982,34.700001
Norway,1983,34.700001
Norway,1984,34.700001
Norway,1985,34.700001
Norway,1986,34.599998
Norway,1987,34.5
Norway,1988,34.299999
Norway,1989,34.099998
Norway,1990,33.900002
Norway,1991,33.599998
Norway,1992,33.299999
Norway,1993,32.799999
Norway,1994,32.200001
Norway,1995,31.6
Norway,1996,31
Norway,1997,30.200001
Norway,1998,29.4
Norway,1999,28.6
Norway,2000,27.700001
Norway,2001,26.700001
Norway,2002,25.6
Norway,2003,24.5
Norway,2004,23.299999
Norway,2005,22.200001
Norway,2006,21
Norway,2007,19.9
Norway,2008,18.9
Norway,2009,18.200001
Norway,2010,17.5
Norway,2011,17.1
Norway,2012,16.9
Oman,1980,9.6000004
Oman,1981,9.8000002
Oman,1982,9.8999996
Oman,1983,10.1
Oman,1984,10.2
Oman,1985,10.3
Oman,1986,10.4
Oman,1987,10.5
Oman,1988,10.7
Oman,1989,10.8
Oman,1990,11.1
Oman,1991,11.3
Oman,1992,11.6
Oman,1993,11.8
Oman,1994,11.8
Oman,1995,11.4
Oman,1996,10.6
Oman,1997,9.6000004
Oman,1998,8.6000004
Oman,1999,7.9000001
Oman,2000,7.3000002
Oman,2001,7.0999999
Oman,2002,7.0999999
Oman,2003,7.0999999
Oman,2004,7.3000002
Oman,2005,7.4000001
Oman,2006,7.5
Oman,2007,7.6999998
Oman,2008,7.9000001
Oman,2009,8.1000004
Oman,2010,8.3999996
Oman,2011,8.6999998
Oman,2012,9.1000004
Pakistan,1980,20.1
Pakistan,1981,20
Pakistan,1982,19.9
Pakistan,1983,19.799999
Pakistan,1984,19.799999
Pakistan,1985,19.700001
Pakistan,1986,19.6
Pakistan,1987,19.6
Pakistan,1988,19.5
Pakistan,1989,19.5
Pakistan,1990,19.4
Pakistan,1991,19.4
Pakistan,1992,19.299999
Pakistan,1993,19.299999
Pakistan,1994,19.299999
Pakistan,1995,19.200001
Pakistan,1996,19.1
Pakistan,1997,19
Pakistan,1998,18.799999
Pakistan,1999,18.5
Pakistan,2000,18.299999
Pakistan,2001,18
Pakistan,2002,17.799999
Pakistan,2003,17.6
Pakistan,2004,17.4
Pakistan,2005,17.1
Pakistan,2006,16.700001
Pakistan,2007,16.4
Pakistan,2008,16.200001
Pakistan,2009,15.9
Pakistan,2010,15.7
Pakistan,2011,15.5
Pakistan,2012,15.4
Palestine,1980,25.9
Palestine,1981,25.799999
Palestine,1982,25.700001
Palestine,1983,25.6
Palestine,1984,25.5
Palestine,1985,25.5
Palestine,1986,25.5
Palestine,1987,25.5
Palestine,1988,25.6
Palestine,1989,25.700001
Palestine,1990,25.799999
Palestine,1991,25.799999
Palestine,1992,25.9
Palestine,1993,26
Palestine,1994,26
Palestine,1995,26
Palestine,1996,26.1
Palestine,1997,26
Palestine,1998,25.799999
Palestine,1999,25.6
Palestine,2000,25.4
Palestine,2001,24.9
Palestine,2002,24.5
Palestine,2003,24.1
Palestine,2004,23.700001
Palestine,2005,23.200001
Palestine,2006,22.700001
Palestine,2007,22.200001
Palestine,2008,21.700001
Palestine,2009,21.200001
Palestine,2010,20.799999
Palestine,2011,20.799999
Palestine,2012,20.799999
Panama,1980,10.1
Panama,1981,10.1
Panama,1982,10
Panama,1983,10
Panama,1984,10
Panama,1985,10
Panama,1986,10
Panama,1987,9.8999996
Panama,1988,9.8999996
Panama,1989,9.8000002
Panama,1990,9.8000002
Panama,1991,9.8000002
Panama,1992,9.8000002
Panama,1993,9.8000002
Panama,1994,9.8000002
Panama,1995,9.6999998
Panama,1996,9.8000002
Panama,1997,9.6999998
Panama,1998,9.3999996
Panama,1999,9.1999998
Panama,2000,9
Panama,2001,8.8000002
Panama,2002,8.6000004
Panama,2003,8.3999996
Panama,2004,8.1999998
Panama,2005,8.1000004
Panama,2006,8
Panama,2007,7.9000001
Panama,2008,8
Panama,2009,8.1000004
Panama,2010,8.1999998
Panama,2011,8.3000002
Panama,2012,8.3999996
Papua New Guinea,1980,38.5
Papua New Guinea,1981,38.5
Papua New Guinea,1982,38.599998
Papua New Guinea,1983,38.599998
Papua New Guinea,1984,38.599998
Papua New Guinea,1985,38.5
Papua New Guinea,1986,38.400002
Papua New Guinea,1987,38.200001
Papua New Guinea,1988,38.099998
Papua New Guinea,1989,38
Papua New Guinea,1990,38
Papua New Guinea,1991,38.099998
Papua New Guinea,1992,38.099998
Papua New Guinea,1993,38
Papua New Guinea,1994,38
Papua New Guinea,1995,38
Papua New Guinea,1996,37.900002
Papua New Guinea,1997,37.900002
Papua New Guinea,1998,37.900002
Papua New Guinea,1999,38
Papua New Guinea,2000,38.099998
Papua New Guinea,2001,38.200001
Papua New Guinea,2002,38.299999
Papua New Guinea,2003,38.400002
Papua New Guinea,2004,38.5
Papua New Guinea,2005,38.599998
Papua New Guinea,2006,38.599998
Papua New Guinea,2007,38.599998
Papua New Guinea,2008,38.5
Papua New Guinea,2009,38.400002
Papua New Guinea,2010,38.200001
Papua New Guinea,2011,38.099998
Papua New Guinea,2012,37.900002
Paraguay,1980,16.4
Paraguay,1981,16.299999
Paraguay,1982,16.200001
Paraguay,1983,16.1
Paraguay,1984,16
Paraguay,1985,16
Paraguay,1986,15.9
Paraguay,1987,15.9
Paraguay,1988,15.9
Paraguay,1989,15.9
Paraguay,1990,15.8
Paraguay,1991,15.8
Paraguay,1992,15.7
Paraguay,1993,15.7
Paraguay,1994,15.6
Paraguay,1995,15.6
Paraguay,1996,15.5
Paraguay,1997,15.2
Paraguay,1998,15
Paraguay,1999,14.7
Paraguay,2000,14.5
Paraguay,2001,14.3
Paraguay,2002,14.1
Paraguay,2003,13.9
Paraguay,2004,13.5
Paraguay,2005,13.1
Paraguay,2006,12.7
Paraguay,2007,12.3
Paraguay,2008,12
Paraguay,2009,11.8
Paraguay,2010,11.7
Paraguay,2011,11.6
Paraguay,2012,11.7
Peru,1980,9.8999996
Peru,1981,9.8999996
Peru,1982,9.8999996
Peru,1983,9.8999996
Peru,1984,10
Peru,1985,10
Peru,1986,10
Peru,1987,10
Peru,1988,10
Peru,1989,10
Peru,1990,10
Peru,1991,10.1
Peru,1992,10.1
Peru,1993,10.1
Peru,1994,10.1
Peru,1995,10.2
Peru,1996,10.2
Peru,1997,10.3
Peru,1998,10.5
Peru,1999,10.7
Peru,2000,10.8
Peru,2001,10.9
Peru,2002,11
Peru,2003,11.1
Peru,2004,11.1
Peru,2005,11.1
Peru,2006,11.2
Peru,2007,11.2
Peru,2008,11.2
Peru,2009,11.1
Peru,2010,11.1
Peru,2011,11
Peru,2012,11
Philippines,1980,27.5
Philippines,1981,27.5
Philippines,1982,27.6
Philippines,1983,27.6
Philippines,1984,27.700001
Philippines,1985,27.9
Philippines,1986,28
Philippines,1987,28.1
Philippines,1988,28.299999
Philippines,1989,28.4
Philippines,1990,28.5
Philippines,1991,28.6
Philippines,1992,28.6
Philippines,1993,28.700001
Philippines,1994,28.700001
Philippines,1995,28.700001
Philippines,1996,28.700001
Philippines,1997,28.4
Philippines,1998,28
Philippines,1999,27.299999
Philippines,2000,26.6
Philippines,2001,26
Philippines,2002,25.299999
Philippines,2003,24.6
Philippines,2004,24
Philippines,2005,23.6
Philippines,2006,23.200001
Philippines,2007,22.799999
Philippines,2008,22.5
Philippines,2009,22.4
Philippines,2010,22.5
Philippines,2011,22.6
Philippines,2012,22.9
Poland,1980,42.299999
Poland,1981,41.900002
Poland,1982,41.5
Poland,1983,40.700001
Poland,1984,39.700001
Poland,1985,38.799999
Poland,1986,37.799999
Poland,1987,37
Poland,1988,36.099998
Poland,1989,35.400002
Poland,1990,35.099998
Poland,1991,35.099998
Poland,1992,35
Poland,1993,34.900002
Poland,1994,34.5
Poland,1995,33.900002
Poland,1996,33
Poland,1997,32.200001
Poland,1998,31.6
Poland,1999,31.1
Poland,2000,30.799999
Poland,2001,30.6
Poland,2002,30.6
Poland,2003,30.700001
Poland,2004,30.799999
Poland,2005,30.700001
Poland,2006,30.200001
Poland,2007,29.6
Poland,2008,28.9
Poland,2009,28.4
Poland,2010,27.9
Poland,2011,27.5
Poland,2012,27.200001
Portugal,1980,21.299999
Portugal,1981,21.1
Portugal,1982,20.9
Portugal,1983,20.799999
Portugal,1984,20.700001
Portugal,1985,20.700001
Portugal,1986,20.9
Portugal,1987,21.1
Portugal,1988,21.700001
Portugal,1989,22.200001
Portugal,1990,22.5
Portugal,1991,22.6
Portugal,1992,22.299999
Portugal,1993,21.9
Portugal,1994,21.200001
Portugal,1995,20.4
Portugal,1996,19.9
Portugal,1997,20
Portugal,1998,20.299999
Portugal,1999,20.700001
Portugal,2000,21.200001
Portugal,2001,21.799999
Portugal,2002,22.200001
Portugal,2003,22.200001
Portugal,2004,22.1
Portugal,2005,21.9
Portugal,2006,21.799999
Portugal,2007,21.799999
Portugal,2008,21.799999
Portugal,2009,21.9
Portugal,2010,21.799999
Portugal,2011,21.700001
Portugal,2012,21.6
Qatar,1980,14.3
Qatar,1981,14.7
Qatar,1982,15.1
Qatar,1983,15.5
Qatar,1984,15.8
Qatar,1985,16
Qatar,1986,16.200001
Qatar,1987,16.200001
Qatar,1988,16.299999
Qatar,1989,16.299999
Qatar,1990,16.299999
Qatar,1991,16.4
Qatar,1992,16.4
Qatar,1993,16.4
Qatar,1994,16.299999
Qatar,1995,16.299999
Qatar,1996,16.200001
Qatar,1997,16
Qatar,1998,15.9
Qatar,1999,15.7
Qatar,2000,15.6
Qatar,2001,15.5
Qatar,2002,15.4
Qatar,2003,15.5
Qatar,2004,15.7
Qatar,2005,16.200001
Qatar,2006,16.799999
Qatar,2007,17.299999
Qatar,2008,17.700001
Qatar,2009,17.9
Qatar,2010,18.1
Qatar,2011,18.1
Qatar,2012,18.1
Romania,1980,26.799999
Romania,1981,26.4
Romania,1982,26
Romania,1983,25.5
Romania,1984,25
Romania,1985,24.799999
Romania,1986,24.799999
Romania,1987,25
Romania,1988,25.299999
Romania,1989,25.799999
Romania,1990,26.4
Romania,1991,27.1
Romania,1992,27.700001
Romania,1993,28.4
Romania,1994,29
Romania,1995,29.1
Romania,1996,29.1
Romania,1997,28.5
Romania,1998,27.9
Romania,1999,27.200001
Romania,2000,26.1
Romania,2001,25.1
Romania,2002,24.5
Romania,2003,24.200001
Romania,2004,24.200001
Romania,2005,24.9
Romania,2006,25.4
Romania,2007,25.9
Romania,2008,26.299999
Romania,2009,26.6
Romania,2010,26.6
Romania,2011,26.5
Romania,2012,26.4
Russia,1980,35
Russia,1981,34.900002
Russia,1982,34.799999
Russia,1983,34.700001
Russia,1984,34.5
Russia,1985,34.400002
Russia,1986,34.200001
Russia,1987,34
Russia,1988,33.799999
Russia,1989,33.599998
Russia,1990,33.400002
Russia,1991,33.200001
Russia,1992,33.099998
Russia,1993,33
Russia,1994,32.900002
Russia,1995,32.799999
Russia,1996,32.700001
Russia,1997,32.200001
Russia,1998,31.6
Russia,1999,31
Russia,2000,30.4
Russia,2001,29.9
Russia,2002,29.5
Russia,2003,29.299999
Russia,2004,29.5
Russia,2005,29.799999
Russia,2006,30.1
Russia,2007,30.5
Russia,2008,31
Russia,2009,31.4
Russia,2010,31.5
Russia,2011,31.700001
Russia,2012,31.9
Rwanda,1980,14
Rwanda,1981,14
Rwanda,1982,14.1
Rwanda,1983,14.1
Rwanda,1984,14.1
Rwanda,1985,14.1
Rwanda,1986,14.1
Rwanda,1987,14.1
Rwanda,1988,14.1
Rwanda,1989,14.1
Rwanda,1990,14.1
Rwanda,1991,14.1
Rwanda,1992,14.1
Rwanda,1993,14
Rwanda,1994,13.9
Rwanda,1995,13.9
Rwanda,1996,14
Rwanda,1997,13.7
Rwanda,1998,13.3
Rwanda,1999,13
Rwanda,2000,12.7
Rwanda,2001,12.2
Rwanda,2002,11.7
Rwanda,2003,11.2
Rwanda,2004,10.8
Rwanda,2005,10.5
Rwanda,2006,9.8999996
Rwanda,2007,9.3999996
Rwanda,2008,8.8999996
Rwanda,2009,8.3999996
Rwanda,2010,8
Rwanda,2011,7.6999998
Rwanda,2012,7.5999999
Saint Lucia,1980,8.6000004
Saint Lucia,1981,8.6999998
Saint Lucia,1982,8.6999998
Saint Lucia,1983,8.8000002
Saint Lucia,1984,8.8999996
Saint Lucia,1985,9
Saint Lucia,1986,9.1000004
Saint Lucia,1987,9.1999998
Saint Lucia,1988,9.3000002
Saint Lucia,1989,9.5
Saint Lucia,1990,9.6000004
Saint Lucia,1991,9.8000002
Saint Lucia,1992,9.8999996
Saint Lucia,1993,10.1
Saint Lucia,1994,10.2
Saint Lucia,1995,10.4
Saint Lucia,1996,10.5
Saint Lucia,1997,10.2
Saint Lucia,1998,10.1
Saint Lucia,1999,10
Saint Lucia,2000,9.8999996
Saint Lucia,2001,9.8000002
Saint Lucia,2002,9.8000002
Saint Lucia,2003,9.6999998
Saint Lucia,2004,9.8000002
Saint Lucia,2005,9.8000002
Saint Lucia,2006,9.8999996
Saint Lucia,2007,10
Saint Lucia,2008,10.1
Saint Lucia,2009,10.2
Saint Lucia,2010,10.2
Saint Lucia,2011,10.3
Saint Lucia,2012,10.3
Saint Vincent and the Grenadines,1980,9
Saint Vincent and the Grenadines,1981,9.1000004
Saint Vincent and the Grenadines,1982,9.1999998
Saint Vincent and the Grenadines,1983,9.1999998
Saint Vincent and the Grenadines,1984,9.1999998
Saint Vincent and the Grenadines,1985,9.3000002
Saint Vincent and the Grenadines,1986,9.3000002
Saint Vincent and the Grenadines,1987,9.3000002
Saint Vincent and the Grenadines,1988,9.3000002
Saint Vincent and the Grenadines,1989,9.3000002
Saint Vincent and the Grenadines,1990,9.3000002
Saint Vincent and the Grenadines,1991,9.3000002
Saint Vincent and the Grenadines,1992,9.3000002
Saint Vincent and the Grenadines,1993,9.3000002
Saint Vincent and the Grenadines,1994,9.3000002
Saint Vincent and the Grenadines,1995,9.3000002
Saint Vincent and the Grenadines,1996,9.3000002
Saint Vincent and the Grenadines,1997,9.3000002
Saint Vincent and the Grenadines,1998,9.3000002
Saint Vincent and the Grenadines,1999,9.1999998
Saint Vincent and the Grenadines,2000,9.1999998
Saint Vincent and the Grenadines,2001,9.1999998
Saint Vincent and the Grenadines,2002,9.1999998
Saint Vincent and the Grenadines,2003,9.1999998
Saint Vincent and the Grenadines,2004,9.1999998
Saint Vincent and the Grenadines,2005,9.1999998
Saint Vincent and the Grenadines,2006,9.1000004
Saint Vincent and the Grenadines,2007,9.1000004
Saint Vincent and the Grenadines,2008,9
Saint Vincent and the Grenadines,2009,9
Saint Vincent and the Grenadines,2010,9
Saint Vincent and the Grenadines,2011,9
Saint Vincent and the Grenadines,2012,9
Samoa,1980,27.200001
Samoa,1981,27.299999
Samoa,1982,27.299999
Samoa,1983,27.4
Samoa,1984,27.5
Samoa,1985,27.5
Samoa,1986,27.5
Samoa,1987,27.5
Samoa,1988,27.5
Samoa,1989,27.5
Samoa,1990,27.5
Samoa,1991,27.6
Samoa,1992,27.700001
Samoa,1993,27.799999
Samoa,1994,28
Samoa,1995,28.1
Samoa,1996,28.200001
Samoa,1997,27.9
Samoa,1998,27.700001
Samoa,1999,27.5
Samoa,2000,27.299999
Samoa,2001,27.1
Samoa,2002,26.700001
Samoa,2003,26.1
Samoa,2004,25.4
Samoa,2005,24.700001
Samoa,2006,24
Samoa,2007,23.299999
Samoa,2008,22.799999
Samoa,2009,22.4
Samoa,2010,22.4
Samoa,2011,22.4
Samoa,2012,22.4
Sao Tome and Principe,1980,3.7
Sao Tome and Principe,1981,3.5999999
Sao Tome and Principe,1982,3.5999999
Sao Tome and Principe,1983,3.5999999
Sao Tome and Principe,1984,3.5999999
Sao Tome and Principe,1985,3.5
Sao Tome and Principe,1986,3.5
Sao Tome and Principe,1987,3.4000001
Sao Tome and Principe,1988,3.4000001
Sao Tome and Principe,1989,3.4000001
Sao Tome and Principe,1990,3.4000001
Sao Tome and Principe,1991,3.4000001
Sao Tome and Principe,1992,3.4000001
Sao Tome and Principe,1993,3.3
Sao Tome and Principe,1994,3.3
Sao Tome and Principe,1995,3.3
Sao Tome and Principe,1996,3.2
Sao Tome and Principe,1997,3.2
Sao Tome and Principe,1998,3.0999999
Sao Tome and Principe,1999,3.0999999
Sao Tome and Principe,2000,3
Sao Tome and Principe,2001,3
Sao Tome and Principe,2002,3
Sao Tome and Principe,2003,3.0999999
Sao Tome and Principe,2004,3.0999999
Sao Tome and Principe,2005,3.0999999
Sao Tome and Principe,2006,3.0999999
Sao Tome and Principe,2007,3.0999999
Sao Tome and Principe,2008,3.2
Sao Tome and Principe,2009,3.2
Sao Tome and Principe,2010,3.2
Sao Tome and Principe,2011,3.3
Sao Tome and Principe,2012,3.3
Saudi Arabia,1980,7.3000002
Saudi Arabia,1981,7.0999999
Saudi Arabia,1982,6.9000001
Saudi Arabia,1983,6.5999999
Saudi Arabia,1984,6.4000001
Saudi Arabia,1985,6.3000002
Saudi Arabia,1986,6.3000002
Saudi Arabia,1987,6.5
Saudi Arabia,1988,7.1999998
Saudi Arabia,1989,8.1999998
Saudi Arabia,1990,9.3000002
Saudi Arabia,1991,10.1
Saudi Arabia,1992,10.8
Saudi Arabia,1993,11.4
Saudi Arabia,1994,11.9
Saudi Arabia,1995,12.3
Saudi Arabia,1996,12.6
Saudi Arabia,1997,12.7
Saudi Arabia,1998,12.8
Saudi Arabia,1999,12.9
Saudi Arabia,2000,13
Saudi Arabia,2001,13.2
Saudi Arabia,2002,13.4
Saudi Arabia,2003,13.5
Saudi Arabia,2004,13.7
Saudi Arabia,2005,13.8
Saudi Arabia,2006,14
Saudi Arabia,2007,14.1
Saudi Arabia,2008,14.3
Saudi Arabia,2009,14.5
Saudi Arabia,2010,14.6
Saudi Arabia,2011,14.8
Saudi Arabia,2012,15
Senegal,1980,10.9
Senegal,1981,10.9
Senegal,1982,10.8
Senegal,1983,10.8
Senegal,1984,10.8
Senegal,1985,10.8
Senegal,1986,10.7
Senegal,1987,10.6
Senegal,1988,10.6
Senegal,1989,10.5
Senegal,1990,10.5
Senegal,1991,10.5
Senegal,1992,10.4
Senegal,1993,10.4
Senegal,1994,10.4
Senegal,1995,10.4
Senegal,1996,10.4
Senegal,1997,10.2
Senegal,1998,10
Senegal,1999,9.6999998
Senegal,2000,9.5
Senegal,2001,9.3000002
Senegal,2002,9.1000004
Senegal,2003,8.8999996
Senegal,2004,8.5
Senegal,2005,8.1999998
Senegal,2006,7.9000001
Senegal,2007,7.5999999
Senegal,2008,7.4000001
Senegal,2009,7.1999998
Senegal,2010,7.0999999
Senegal,2011,7
Senegal,2012,7
Serbia,1980,22.799999
Serbia,1981,22.9
Serbia,1982,22.9
Serbia,1983,23
Serbia,1984,23.1
Serbia,1985,23.200001
Serbia,1986,23.299999
Serbia,1987,23.299999
Serbia,1988,23.4
Serbia,1989,23.4
Serbia,1990,23.5
Serbia,1991,23.700001
Serbia,1992,24.299999
Serbia,1993,25.200001
Serbia,1994,26.200001
Serbia,1995,27.299999
Serbia,1996,28.4
Serbia,1997,29.200001
Serbia,1998,29.9
Serbia,1999,30.9
Serbia,2000,31.4
Serbia,2001,31.6
Serbia,2002,31.4
Serbia,2003,31.1
Serbia,2004,30.5
Serbia,2005,29.799999
Serbia,2006,29.1
Serbia,2007,28.4
Serbia,2008,27.700001
Serbia,2009,27.299999
Serbia,2010,27
Serbia,2011,26.700001
Serbia,2012,26.5
Seychelles,1980,17.799999
Seychelles,1981,17.6
Seychelles,1982,17.6
Seychelles,1983,17.700001
Seychelles,1984,17.700001
Seychelles,1985,17.6
Seychelles,1986,17.5
Seychelles,1987,17.4
Seychelles,1988,17.299999
Seychelles,1989,17.1
Seychelles,1990,16.799999
Seychelles,1991,16.700001
Seychelles,1992,16.5
Seychelles,1993,16.299999
Seychelles,1994,16.299999
Seychelles,1995,16.200001
Seychelles,1996,16.1
Seychelles,1997,15.9
Seychelles,1998,15.7
Seychelles,1999,15.6
Seychelles,2000,15.5
Seychelles,2001,15.5
Seychelles,2002,15.5
Seychelles,2003,15.6
Seychelles,2004,15.7
Seychelles,2005,15.8
Seychelles,2006,15.9
Seychelles,2007,15.9
Seychelles,2008,15.9
Seychelles,2009,15.9
Seychelles,2010,15.9
Seychelles,2011,15.8
Seychelles,2012,15.7
Sierra Leone,1980,18.799999
Sierra Leone,1981,18.700001
Sierra Leone,1982,18.6
Sierra Leone,1983,18.6
Sierra Leone,1984,18.5
Sierra Leone,1985,18.4
Sierra Leone,1986,18.299999
Sierra Leone,1987,18.200001
Sierra Leone,1988,18.1
Sierra Leone,1989,18
Sierra Leone,1990,17.9
Sierra Leone,1991,17.799999
Sierra Leone,1992,17.700001
Sierra Leone,1993,17.6
Sierra Leone,1994,17.5
Sierra Leone,1995,17.4
Sierra Leone,1996,17.4
Sierra Leone,1997,17.299999
Sierra Leone,1998,17.200001
Sierra Leone,1999,17.200001
Sierra Leone,2000,17.200001
Sierra Leone,2001,17.200001
Sierra Leone,2002,17.200001
Sierra Leone,2003,17.299999
Sierra Leone,2004,17.299999
Sierra Leone,2005,17.4
Sierra Leone,2006,17.4
Sierra Leone,2007,17.5
Sierra Leone,2008,17.5
Sierra Leone,2009,17.5
Sierra Leone,2010,17.6
Sierra Leone,2011,17.6
Sierra Leone,2012,17.6
Singapore,1980,17.4
Singapore,1981,17.200001
Singapore,1982,17
Singapore,1983,16.9
Singapore,1984,16.700001
Singapore,1985,16.6
Singapore,1986,16.5
Singapore,1987,16.4
Singapore,1988,16.200001
Singapore,1989,16
Singapore,1990,15.9
Singapore,1991,15.8
Singapore,1992,15.7
Singapore,1993,15.5
Singapore,1994,15.3
Singapore,1995,15.1
Singapore,1996,14.9
Singapore,1997,14.7
Singapore,1998,14.5
Singapore,1999,14.2
Singapore,2000,14
Singapore,2001,13.8
Singapore,2002,13.7
Singapore,2003,13.5
Singapore,2004,13.4
Singapore,2005,13.4
Singapore,2006,13.3
Singapore,2007,13.3
Singapore,2008,13.3
Singapore,2009,13.3
Singapore,2010,13.2
Singapore,2011,13.2
Singapore,2012,13.1
Slovakia,1980,24.4
Slovakia,1981,24.4
Slovakia,1982,24.299999
Slovakia,1983,24.299999
Slovakia,1984,24.299999
Slovakia,1985,24.200001
Slovakia,1986,24.200001
Slovakia,1987,24.1
Slovakia,1988,24.1
Slovakia,1989,24
Slovakia,1990,24
Slovakia,1991,24
Slovakia,1992,24
Slovakia,1993,24.1
Slovakia,1994,24.200001
Slovakia,1995,24.299999
Slovakia,1996,24.5
Slovakia,1997,24.4
Slovakia,1998,24.299999
Slovakia,1999,24.299999
Slovakia,2000,24.200001
Slovakia,2001,24.200001
Slovakia,2002,24.1
Slovakia,2003,24
Slovakia,2004,23.700001
Slovakia,2005,23.5
Slovakia,2006,23
Slovakia,2007,22.6
Slovakia,2008,22.200001
Slovakia,2009,22
Slovakia,2010,22.1
Slovakia,2011,22.200001
Slovakia,2012,22.4
Slovenia,1980,30.299999
Slovenia,1981,29.9
Slovenia,1982,29.6
Slovenia,1983,29.299999
Slovenia,1984,29
Slovenia,1985,28.6
Slovenia,1986,28.200001
Slovenia,1987,27.700001
Slovenia,1988,27.299999
Slovenia,1989,26.9
Slovenia,1990,26.5
Slovenia,1991,26.200001
Slovenia,1992,26
Slovenia,1993,25.700001
Slovenia,1994,25.299999
Slovenia,1995,25
Slovenia,1996,24.6
Slovenia,1997,24.299999
Slovenia,1998,24
Slovenia,1999,23.6
Slovenia,2000,23.1
Slovenia,2001,22.700001
Slovenia,2002,22.200001
Slovenia,2003,21.799999
Slovenia,2004,21.5
Slovenia,2005,21.299999
Slovenia,2006,21.200001
Slovenia,2007,21.200001
Slovenia,2008,21.4
Slovenia,2009,21.799999
Slovenia,2010,22
Slovenia,2011,22.1
Slovenia,2012,22.200001
Solomon Islands,1980,29
Solomon Islands,1981,29
Solomon Islands,1982,29
Solomon Islands,1983,29
Solomon Islands,1984,28.9
Solomon Islands,1985,28.9
Solomon Islands,1986,28.799999
Solomon Islands,1987,28.700001
Solomon Islands,1988,28.5
Solomon Islands,1989,28.4
Solomon Islands,1990,28.4
Solomon Islands,1991,28.4
Solomon Islands,1992,28.299999
Solomon Islands,1993,28.299999
Solomon Islands,1994,28.4
Solomon Islands,1995,28.4
Solomon Islands,1996,28.5
Solomon Islands,1997,28.4
Solomon Islands,1998,28.4
Solomon Islands,1999,28.4
Solomon Islands,2000,28.299999
Solomon Islands,2001,28.299999
Solomon Islands,2002,28.200001
Solomon Islands,2003,28
Solomon Islands,2004,27.9
Solomon Islands,2005,27.700001
Solomon Islands,2006,27.5
Solomon Islands,2007,27.200001
Solomon Islands,2008,26.9
Solomon Islands,2009,26.799999
Solomon Islands,2010,26.799999
Solomon Islands,2011,26.799999
Solomon Islands,2012,26.799999
Somalia,1980,11.3
Somalia,1981,11.2
Somalia,1982,11.2
Somalia,1983,11.2
Somalia,1984,11.2
Somalia,1985,11.1
Somalia,1986,11.1
Somalia,1987,11.1
Somalia,1988,11.1
Somalia,1989,11
Somalia,1990,11
Somalia,1991,11
Somalia,1992,11
Somalia,1993,11
Somalia,1994,11
Somalia,1995,10.9
Somalia,1996,10.9
Somalia,1997,10.7
Somalia,1998,10.5
Somalia,1999,10.4
Somalia,2000,10.2
Somalia,2001,10.1
Somalia,2002,10.1
Somalia,2003,10
Somalia,2004,9.8999996
Somalia,2005,9.8999996
Somalia,2006,9.8000002
Somalia,2007,9.8000002
Somalia,2008,9.6999998
Somalia,2009,9.6999998
