Country,Continent,Year,Inventory,Exports,Consumption,Government,Household,Imports,Population,Education,Deaths - Meningitis - Sex: Both - Age: All Ages (Number),Deaths - Alzheimer's disease and other dementias - Sex: Both - Age: All Ages (Number),Deaths - Parkinson's disease - Sex: Both - Age: All Ages (Number),Deaths - Nutritional deficiencies - Sex: Both - Age: All Ages (Number),Deaths - Malaria - Sex: Both - Age: All Ages (Number),Deaths - Drowning - Sex: Both - Age: All Ages (Number),Deaths - Interpersonal violence - Sex: Both - Age: All Ages (Number),Deaths - Maternal disorders - Sex: Both - Age: All Ages (Number),Deaths - HIV/AIDS - Sex: Both - Age: All Ages (Number),Deaths - Drug use disorders - Sex: Both - Age: All Ages (Number),Deaths - Tuberculosis - Sex: Both - Age: All Ages (Number),Deaths - Cardiovascular diseases - Sex: Both - Age: All Ages (Number),Deaths - Lower respiratory infections - Sex: Both - Age: All Ages (Number),Deaths - Neonatal disorders - Sex: Both - Age: All Ages (Number),Deaths - Alcohol use disorders - Sex: Both - Age: All Ages (Number),Deaths - Self-harm - Sex: Both - Age: All Ages (Number),Deaths - Exposure to forces of nature - Sex: Both - Age: All Ages (Number),Deaths - Diarrheal diseases - Sex: Both - Age: All Ages (Number),Deaths - Environmental heat and cold exposure - Sex: Both - Age: All Ages (Number),Deaths - Neoplasms - Sex: Both - Age: All Ages (Number),Deaths - Conflict and terrorism - Sex: Both - Age: All Ages (Number),Deaths - Diabetes mellitus - Sex: Both - Age: All Ages (Number),Deaths - Chronic kidney disease - Sex: Both - Age: All Ages (Number),Deaths - Poisonings - Sex: Both - Age: All Ages (Number),Deaths - Protein-energy malnutrition - Sex: Both - Age: All Ages (Number),Deaths - Road injuries - Sex: Both - Age: All Ages (Number),Deaths - Chronic respiratory diseases - Sex: Both - Age: All Ages (Number),Deaths - Cirrhosis and other chronic liver diseases - Sex: Both - Age: All Ages (Number),Deaths - Digestive diseases - Sex: Both - Age: All Ages (Number),"Deaths - Fire, heat, and hot substances - Sex: Both - Age: All Ages (Number)",Deaths - Acute hepatitis - Sex: Both - Age: All Ages (Number),Calories from animal protein (FAO (2017)),Calories from plant protein (FAO (2017)),Calories from fat (FAO (2017)),Calories from carbohydrates (FAO (2017)),Prevalence - Schizophrenia - Sex: Both - Age: Age-standardized (Percent),Prevalence - Bipolar disorder - Sex: Both - Age: Age-standardized (Percent),Prevalence - Eating disorders - Sex: Both - Age: Age-standardized (Percent),Prevalence - Anxiety disorders - Sex: Both - Age: Age-standardized (Percent),Prevalence - Drug use disorders - Sex: Both - Age: Age-standardized (Percent),Prevalence - Depressive disorders - Sex: Both - Age: Age-standardized (Percent),Prevalence - Alcohol use disorders - Sex: Both - Age: Age-standardized (Percent),Smoking,Obesity,Sanitation,Lifetime
Madagascar,Africa,2011,-7.091639563889253,120.70158658741114,465.8807944936136,74.99934502018996,390.8814494734241,179.37355936018076,21743970,6.1,2803,669,164,7461,4972,490,478,2631,1962,33,11631,28451,15323,13730,126,1249,35,22977,133,8457,0,2215,1547,368,7266,2606,5247,3886,5938,393,233,41.76,149.04,225.99,1668.21,0.22,0.61,0.08,3.94,0.35,4.8,1.33,13.6,21,0.22071861762134515,63.4942
Madagascar,Africa,2012,-16.564357819468572,112.85727046434896,460.74894125339466,77.76278454602283,382.9861567073709,159.95907110897696,22346641,6.1,2225,687,167,7226,5140,485,476,2586,2065,34,11812,29119,14933,13666,129,1275,112,22790,134,8699,23,2276,1587,370,7033,2639,5321,3923,6067,394,236,41.24,147.76,219.87,1649.13,0.22,0.61,0.08,3.96,0.35,4.81,1.34,13.6,21.5,0.23213533523897395,63.5436
Malawi,Africa,2000,19.83746819946638,42.41434563228087,253.49298012497903,28.425435097908547,225.0675450270707,62.00029019320873,11148751,3,4305,516,138,4633,15476,517,270,1387,66561,20,10336,12015,15189,14291,89,942,0,16858,84,7022,1,1904,1328,336,4484,1896,2065,3470,5127,355,556,17.24,208.32,263.34,1715.1,0.2,0.58,0.07,3.77,0.35,4.29,1.51,12.4,16.2,0.32444127597791,44.5181
Malawi,Africa,2001,19.594231423124263,44.50860450066038,238.35526652010617,29.59635830398589,208.75890821490916,61.62889137413634,11432001,3.1,4186,531,138,4328,14877,512,293,1361,68734,20,10051,11903,14661,14220,89,938,59,16776,83,7039,2,1897,1325,326,4194,1869,2038,3441,5083,345,510,16.4,210.8,286.83,1720.97,0.2,0.59,0.07,3.77,0.35,4.28,1.52,12,16.6,0.3281482393152345,45.895
Malawi,Africa,2002,18.20254288259454,42.757247305636334,284.2761479717975,30.340055306358902,253.93609266655187,77.64376594823567,11713663,3.2,3677,555,141,4539,13695,471,319,1363,70145,21,9820,11979,14163,14146,90,946,9,15750,82,7146,1,1920,1339,320,4413,1864,2038,3445,5105,340,445,15.12,209,288.18,1660.7,0.2,0.59,0.07,3.78,0.35,4.28,1.52,11.6,17,0.3318513602448696,47.2214
Malawi,Africa,2003,18.00108146534707,51.413485765569575,252.92239508571328,27.352357452821597,225.57003763374695,81.97077547070224,12000183,3.3,3618,576,143,3781,12517,466,346,1379,70966,21,9605,12081,13731,14043,92,958,12,14526,82,7296,0,1948,1356,316,3667,1869,2041,3455,5127,337,394,16.36,209.28,287.73,1654.63,0.2,0.59,0.07,3.78,0.35,4.27,1.53,11.3,17.5,0.3355533828109121,48.79
Malawi,Africa,2004,15.061515839134591,49.97300030051732,276.89929153248494,34.597668668213615,242.3016228642714,92.12404491525616,12301837,3.3,3462,598,146,3421,11259,447,367,1385,71125,22,9363,12232,13031,13875,94,971,0,13324,80,7374,0,1961,1359,306,3316,1855,2041,3463,5132,326,356,17.24,207.32,275.13,1666.31,0.2,0.59,0.07,3.79,0.35,4.26,1.53,10.9,17.9,0.33925169062149013,50.4534
Malawi,Africa,2005,14.836521994011305,48.824298357854254,298.4275674850217,36.77898837448921,261.6485791112011,113.80768114004016,12625950,3.4,3315,620,148,3158,10971,414,385,1351,69277,23,8977,12193,12310,13725,94,968,11,12571,78,7396,0,1951,1350,296,3061,1825,2024,3437,5077,317,332,17.44,208.6,280.08,1684.88,0.21,0.59,0.07,3.79,0.35,4.25,1.53,10.7,18.3,0.34294876821150094,52.0445
Malawi,Africa,2006,11.360094909031067,51.7457212367447,307.11410866826355,33.708175457575344,273.405933210688,113.1214006379579,12973693,3.6,3246,645,151,3004,11647,409,392,1319,64699,23,8728,12260,11905,13555,94,963,9,11989,77,7401,0,1954,1353,292,2912,1814,2022,3402,5048,314,321,18.44,217.72,293.31,1739.53,0.21,0.59,0.07,3.8,0.35,4.23,1.52,10.4,18.8,0.3466420085630206,53.2377
Malawi,Africa,2007,-11.614520744529004,66.46008324996328,340.15139441774613,40.58334489444916,299.568049523297,113.90162709489972,13341808,3.8,3122,666,153,2775,12530,402,395,1314,58137,24,8482,12307,11324,13345,95,962,2,11066,76,7398,0,1954,1354,285,2688,1797,2008,3366,5010,306,310,19.56,223.96,311.13,1738.35,0.21,0.59,0.08,3.8,0.35,4.2,1.51,10.2,19.2,0.3503340027078789,53.946
Malawi,Africa,2008,12.905987777360831,73.05638087146839,392.6184397956315,47.83095394247153,344.7874858531601,173.0870003765252,13727899,3.9,2999,696,157,2568,12638,377,389,1325,50471,24,8281,12453,10799,13126,96,961,0,10161,76,7446,3,1969,1367,279,2485,1783,2008,3347,4986,298,304,21.96,223.68,338.4,1733.96,0.21,0.59,0.08,3.81,0.35,4.16,1.5,9.8999996,19.6,0.35402205392099695,54.6036
Malawi,Africa,2009,-12.933825170585964,93.94326444050644,461.90320998627425,54.14721870714589,407.75599127912824,176.1690416316738,14128161,4.1,3075,723,161,2548,11697,398,390,1329,44036,25,8204,12709,10804,12930,98,977,4,9833,77,7681,0,2002,1403,286,2467,1831,2040,3374,5043,308,304,22.68,219.12,355.05,1714.15,0.21,0.59,0.08,3.82,0.35,4.13,1.49,9.8000002,20.1,0.35773785420480414,55.4476
Malawi,Africa,2010,4.629488422675692,83.76944050408854,510.4354904695835,43.54668819990531,466.888802269678,180.95725072208475,14539609,4.3,3165,753,166,2566,9328,402,391,1332,39192,27,8123,13020,10881,12729,101,1006,0,9414,79,7991,0,2059,1450,294,2485,1885,2087,3434,5137,319,307,24.68,226.16,339.03,1739.13,0.21,0.59,0.08,3.83,0.35,4.12,1.49,9.6999998,20.5,0.3614806285368471,56.3806
Malawi,Africa,2011,55.89405515505552,111.9375420469174,524.5377715345514,52.04554788807514,472.4922236464763,201.43991820226387,14962118,4.3,2560,783,171,2677,8370,438,384,1300,34354,28,8024,13246,10936,12571,104,1026,4,9342,81,8300,1,2102,1490,305,2596,1938,2132,3383,5205,333,308,24.32,232.16,355.41,1736.11,0.21,0.59,0.08,3.84,0.35,4.13,1.49,9.6999998,21,0.36525216550223705,57.4547
Malawi,Africa,2012,42.67238274070892,97.69483392874255,400.4589841765412,39.73423530058775,360.7247488759536,185.22692965767365,15396010,4.3,2513,810,175,2626,7797,430,371,1259,28814,29,7888,13438,10716,12276,106,1039,1,8837,81,8472,0,2128,1513,305,2545,1939,2153,3315,5204,335,304,28.64,224.44,340.83,1739.09,0.21,0.59,0.08,3.86,0.35,4.15,1.49,9.6999998,21.5,0.3690491237664824,58.6786
Malaysia,Asia_Pacific,2000,63.70680024289509,4844.700770100972,2180.326946157992,411.04784790736295,1769.2790982506313,4067.8068360258094,23194252,8.6,397,1761,404,172,60,709,560,356,1855,70,2367,35668,6634,1864,167,1211,17,889,12,15811,5,3337,3390,192,163,5672,6627,2895,6143,230,202,169.92,135.6,771.66,1763.82,0.32,0.35,0.13,4.73,0.56,3.19,0.56,21.1,27.3,0.9680332006395378,72.7755
Malaysia,Asia_Pacific,2001,-28.381267577558464,4320.523540152553,2276.117722745252,471.149020779118,1804.9687019661344,3638.0078871953297,23709115,8.4,377,1824,428,173,58,672,591,324,2034,69,2337,36440,6873,1600,156,1193,10,930,12,16144,3,3399,3457,190,164,5536,6770,2925,6311,225,204,166.36,132.92,774.09,1745.63,0.32,0.35,0.13,4.74,0.56,3.24,0.56,20.9,28.3,0.970248784064694,73.3439
Malaysia,Asia_Pacific,2002,53.86344629104223,4511.702270158268,2414.789066102609,539.7867384516634,1875.0023276509453,3792.932354475116,24208391,8.2,330,1874,454,178,61,671,619,307,2125,69,2252,37539,7253,1539,147,1202,22,942,13,16690,0,3487,3549,187,169,5549,6790,2977,6519,225,207,170.36,134.12,781.56,1687.96,0.32,0.36,0.13,4.75,0.57,3.35,0.56,20.700001,29.2,0.972423528684744,73.5627
Malaysia,Asia_Pacific,2003,15.577133908750664,4771.653291722548,2567.5634263548127,578.6127455872853,1988.9506807675273,3893.036880287995,24698821,8,329,1909,468,176,35,713,649,300,2096,73,2240,38426,7641,1528,147,1269,13,901,13,17388,9,3563,3615,192,167,5859,6700,3054,6630,233,218,166.92,136,770.67,1720.41,0.32,0.36,0.13,4.76,0.57,3.48,0.56,20.4,30.2,0.9745584617176666,73.7964
Malaysia,Asia_Pacific,2004,103.73524327250664,5713.534534422518,2801.854446842493,622.9860254336302,2178.8684214088626,4704.649225354831,25190647,7.8,321,1955,472,169,35,711,668,288,2033,74,2157,38263,7924,1510,144,1281,100,894,15,17720,0,3478,3594,190,160,5887,6399,3080,6642,235,222,168,143.72,789.57,1726.71,0.32,0.36,0.14,4.77,0.57,3.59,0.56,19.9,31.1,0.9766541526305378,73.8985
Malaysia,Asia_Pacific,2005,5.190522284268632,6307.707688558331,3109.749822255804,641.0346412381525,2468.715181017652,5081.726881537986,25690615,7.6,316,2017,490,170,33,711,683,279,1996,75,2100,38697,8491,1495,141,1278,12,921,14,18170,2,3382,3609,186,162,5893,6190,3105,6721,237,221,169.36,145.68,765.9,1711.06,0.32,0.36,0.14,4.78,0.57,3.63,0.55,19.5,32.1,0.9787101243002552,74.0959
Malaysia,Asia_Pacific,2006,46.4763479132854,6965.781802033581,3446.251890679516,693.4204520655292,2752.831438613987,5612.567841366984,26201954,8.2,298,2093,516,170,26,704,689,269,1984,77,2044,39486,9249,1371,140,1273,15,936,14,18801,2,3260,3653,180,162,5938,6037,3159,6835,238,221,170.76,145.68,753.75,1738.81,0.32,0.36,0.14,4.79,0.58,3.63,0.55,19.200001,33.1,0.9807278495336644,74.1642
Malaysia,Asia_Pacific,2007,72.82278848026228,7690.321621570916,4108.483397864558,837.8485541415018,3270.634843723049,6250.9583587549905,26720367,8.8,289,2163,538,172,24,708,694,264,1992,79,2012,40129,10193,1403,140,1266,48,952,13,19362,2,3094,3713,176,164,6003,5862,3210,6929,239,218,171.6,147.2,754.47,1764.73,0.32,0.36,0.14,4.79,0.58,3.62,0.54,19,34,0.98270779738916,74.2109
Malaysia,Asia_Pacific,2008,75.25196806150632,8432.09473805,4763.602569715901,974.973611650766,3788.6289580651382,6539.66788700082,27236003,9.4,291,2253,576,179,29,736,705,268,2001,85,2074,42076,11733,1494,145,1316,7,988,13,20346,0,3020,3900,182,171,6329,5865,3342,7179,249,217,162.28,140.84,756.54,1727.34,0.32,0.36,0.14,4.8,0.58,3.61,0.54,18.9,34.9,0.9846507213264736,74.2502
Malaysia,Asia_Pacific,2009,-301.95732995022433,6666.559445946171,4513.29893329571,951.5589307849732,3561.7400025107486,5188.03551260687,27735038,9.6,295,2335,612,187,18,773,714,272,2018,90,2095,43692,13433,1590,148,1353,6,1044,12,21279,1,2921,4116,188,180,6653,5815,3475,7443,261,212,170.6,143.52,757.26,1767.62,0.32,0.36,0.14,4.81,0.58,3.6,0.53,18.799999,35.9,0.9865564272888324,74.2266
Malaysia,Asia_Pacific,2010,85.98895174857455,7859.024794555648,5487.433436743079,1137.4138240635075,4350.019612679554,6420.137865884846,28208028,9.8,272,2354,635,184,13,738,706,257,2145,92,2007,43711,14516,1342,149,1347,4,1188,12,21545,1,2750,4269,186,177,6638,5686,3587,7839,262,199,177.28,142.28,795.06,1761.38,0.32,0.36,0.14,4.82,0.58,3.59,0.53,18.9,36.8,0.9884264862471068,74.4423
Malaysia,Asia_Pacific,2011,104.52592466132238,8866.020328578705,6368.427880175681,1380.063858855019,4988.36402132068,7246.507240520824,28650962,10.1,267,2412,665,183,5,731,690,254,2358,94,1958,44186,15740,1363,149,1365,28,1268,12,22087,0,2643,4403,182,176,6688,5632,3690,8092,264,188,172.76,145.92,793.89,1776.43,0.32,0.36,0.14,4.83,0.58,3.62,0.53,19,37.8,0.9902391759131858,74.7459
Malaysia,Asia_Pacific,2012,41.67694697360403,8578.211628263976,6868.331903456766,1497.3629356026927,5370.968967854069,7414.464745479912,29068189,10.1,270,2558,686,187,5,734,674,247,2526,97,1902,44765,17016,1443,149,1386,6,1152,12,22922,3,2594,4451,181,180,6703,5479,3700,7846,265,183,177.16,143.36,799.83,1780.65,0.33,0.36,0.15,4.84,0.59,3.68,0.53,19.1,38.7,0.9920196610803652,74.944
Maldives,Asia_Pacific,2000,-19.514706155855848,2199.9584739616676,1984.5991431230725,594.8045701157067,1389.794573007366,1653.2139468397866,279396,3,3,13,4,7,0,24,5,13,0,1,28,365,25,126,1,13,0,21,0,116,0,29,48,0,5,19,99,20,31,5,1,270.04,121.96,539.1,1503.9,0.31,0.35,0.1,3.74,0.52,3.47,0.61,18.5,17,0.765508453950665,70.8759
Maldives,Asia_Pacific,2001,-20.32909846644737,2085.5569281888033,1902.9534349495789,588.0639113277857,1314.8895233364897,1577.7569136128204,286309,3.1,3,14,5,6,0,22,6,11,0,1,27,374,25,119,1,12,0,18,0,119,0,30,49,0,4,18,100,20,31,4,1,285.4,121.84,547.02,1520.74,0.31,0.35,0.11,3.75,0.52,3.44,0.61,18.4,17.6,0.7799719883063404,72.1809
Maldives,Asia_Pacific,2002,-21.38857457892143,2141.069675013172,1867.502315188572,598.3064894857828,1269.195825702789,1549.7433242474974,294185,3.2,2,15,5,5,0,20,6,11,0,1,24,363,23,112,1,12,0,16,0,117,0,29,48,0,4,17,95,19,30,4,1,291.72,122.28,555.57,1530.43,0.31,0.35,0.11,3.76,0.52,3.42,0.61,18.4,18.3,0.7942349202032735,73.2915
Maldives,Asia_Pacific,2003,-29.940762717184096,2512.701078032648,1855.036738348294,605.78422497613,1249.252513372164,1782.5078217661498,302681,3.3,2,16,5,5,0,18,5,10,0,1,23,360,22,106,1,11,0,14,0,119,0,29,48,0,3,16,94,19,30,4,1,226.24,124.4,528.39,1519.97,0.31,0.35,0.11,3.77,0.52,3.4,0.61,18.299999,19,0.8082899157859265,74.0602
Maldives,Asia_Pacific,2004,-26.69795632339004,3144.1779517653767,2168.9368228237995,673.6934008200408,1495.2434222547508,2301.449177650073,311265,3.4,2,17,5,4,0,17,5,9,0,1,21,355,22,101,1,11,102,13,0,120,0,28,48,0,3,16,92,19,30,4,1,216.08,123.8,549.18,1550.94,0.31,0.35,0.11,3.78,0.52,3.37,0.61,18.299999,19.7,0.8221258413249161,73.5379
Maldives,Asia_Pacific,2005,-25.087781481145417,2417.901574829711,2359.09361100964,793.7096881511965,1565.3839228584436,2684.567502137411,319604,3.5,2,18,6,4,0,17,5,9,1,1,20,354,22,99,1,11,0,13,0,121,0,28,49,0,3,16,92,19,30,4,1,272.4,124.44,529.38,1532.78,0.31,0.35,0.11,3.79,0.52,3.35,0.61,18.4,20.5,0.8357217056106933,74.7506
Maldives,Asia_Pacific,2006,-19.230831751219124,3638.888597212426,2638.993163463124,888.119891526891,1750.8732719362329,3326.500191132374,327489,3.6,2,20,6,4,0,18,5,8,0,1,19,356,23,99,1,11,0,13,0,125,0,29,51,0,3,16,93,19,30,4,1,203.48,125.84,502.65,1556.03,0.31,0.35,0.11,3.79,0.53,3.32,0.61,18.700001,21.3,0.8486208697086008,75.1296
Maldives,Asia_Pacific,2007,-10.930528299649136,4095.962419341801,3207.747348749299,1161.4841099774892,2046.2632387718097,4883.551021704916,335172,3.9,2,21,6,4,0,18,5,8,0,1,17,357,23,98,1,11,0,12,0,129,0,30,52,0,3,16,94,20,31,4,1,248.84,130.48,542.43,1572.25,0.31,0.35,0.12,3.79,0.53,3.28,0.61,18.9,22.1,0.8601553829078802,75.6858
Maldives,Asia_Pacific,2008,0.5040062014482541,5124.660663013411,3941.641082674816,1463.3559658685597,2478.2851165787833,6111.023223038859,343448,4.3,2,23,6,4,0,18,6,8,0,1,16,362,23,98,1,11,0,12,0,134,0,30,54,0,3,16,95,20,31,4,1,243.68,132.6,551.88,1625.84,0.31,0.35,0.12,3.79,0.53,3.24,0.62,19.200001,23,0.8716050173534275,76.5428
Maldives,Asia_Pacific,2009,13.001369234077837,4500.989739410455,4038.2156648903056,1661.4829882127729,2376.7326766775327,4151.123629704774,353391,4.7,2,25,7,4,0,18,7,8,1,1,14,371,24,98,1,11,0,11,0,138,0,32,56,0,3,17,96,20,32,4,1,271.04,133.64,556.47,1640.85,0.32,0.35,0.12,3.79,0.54,3.21,0.63,19.6,23.9,0.8829624976301038,77.0689
Maldives,Asia_Pacific,2010,28.471391549093592,4776.3087534263805,4020.294102078391,1482.3095130372817,2537.984589041096,4653.388527739043,365730,4.9,2,26,7,4,0,18,8,8,1,1,14,380,24,99,1,12,0,11,0,143,0,32,58,0,3,17,98,21,33,4,1,321.72,136.2,601.92,1658.16,0.32,0.35,0.12,3.78,0.54,3.18,0.64,19.799999,24.8,0.8942279823913816,77.6573
Maldives,Asia_Pacific,2011,44.55231834432828,5984.429128827364,3938.557071628361,1262.82957834782,2675.727493460537,5972.955511803187,380493,5.2,2,28,8,4,0,18,8,7,1,1,13,384,25,98,1,12,0,11,0,148,0,34,61,0,3,17,102,22,34,4,1,319.76,141.64,601.11,1687.49,0.32,0.35,0.12,3.78,0.54,3.16,0.64,20,25.8,0.9054016762463436,78.1245
Maldives,Asia_Pacific,2012,50.328441650369435,7531.135829543792,3975.878288327598,1296.8052437513008,2679.073044412445,5483.105670428114,397231,5.5,2,31,8,4,0,17,9,7,1,1,13,395,26,96,1,13,0,10,0,154,0,36,63,0,3,18,102,23,35,4,1,324.08,145.84,526.05,1716.03,0.32,0.35,0.12,3.78,0.55,3.14,0.64,20.200001,26.7,0.916481845576,78.6822
Mali,Africa,2000,-1.3277906386076104,60.66321335778821,251.7620145434309,44.30591148737691,207.45610305605433,88.90628588711654,10946448,1.2,6380,650,170,10488,20690,707,1004,2583,5458,8,5991,12399,13203,21374,57,541,15,23312,93,5464,2003,1567,1548,383,10257,1769,3050,2820,4561,483,548,66.64,205.88,466.11,1712.37,0.21,0.55,0.08,2.65,0.26,3.53,0.47,10.1,18.2,0.29671140812069813,50.5393
Mali,Africa,2001,10.16516680374291,80.89412392744687,267.7357107127522,46.11047146777215,221.62523924485896,104.1853199618954,11271603,1.3,6407,672,177,10410,21427,707,1014,2568,5938,8,5792,12502,12963,21468,58,548,2,22461,93,5532,2002,1607,1578,385,10185,1779,3070,2848,4594,486,531,68.12,205.4,505.26,1723.22,0.21,0.55,0.08,2.66,0.26,3.52,0.47,10.1,18.7,0.31393378563812085,51.2838
Mali,Africa,2002,-4.847171599699662,94.04702831658643,287.65335219206,51.433234601525285,236.22011759053495,99.58650781590254,11616890,1.4,6838,703,188,11184,23034,783,1053,2539,6316,9,5787,12811,13560,21770,59,563,2,22808,96,5702,2005,1670,1650,418,10953,1898,3133,2922,4725,529,535,71.8,203.52,513.45,1709.23,0.21,0.55,0.08,2.66,0.26,3.51,0.46,10.1,19.3,0.33112123812827704,52.2222
Mali,Africa,2003,7.2395467980149615,101.15106417084242,338.66111605021223,61.10259033749052,277.5585257125786,128.97895985319494,11982692,1.5,6902,729,196,10838,24569,805,1058,2476,6556,9,5545,12935,13353,22263,60,571,0,21842,96,5815,1513,1714,1688,423,10613,1922,3168,2962,4774,537,520,78.4,206.08,517.32,1719.2,0.21,0.55,0.08,2.66,0.27,3.5,0.46,10.1,19.9,0.3482606412649178,52.8926
Mali,Africa,2004,6.346263667004064,104.2194257428468,379.9893663082002,68.05403271377106,311.9353335944288,139.244698095774,12369078,1.6,6871,760,206,10364,26187,793,1085,2467,6574,9,5330,13155,13057,22946,62,583,0,20616,95,5949,1,1765,1723,424,10146,1938,3223,3009,4832,540,504,78.72,207.28,523.17,1730.83,0.21,0.55,0.09,2.66,0.27,3.49,0.46,10.1,20.4,0.3653603769011724,53.5385
Mali,Africa,2005,3.132515385222538,112.37611425012656,426.57947207603394,67.68527451980034,358.89419755623356,152.2038310618348,12775509,1.7,6762,791,215,9966,27684,796,1085,2439,6602,9,5179,13402,12890,23678,64,595,0,19632,95,6086,12,1813,1759,428,9753,1966,3276,3055,4894,548,488,85.04,208.76,521.55,1767.65,0.21,0.55,0.09,2.67,0.27,3.49,0.46,10.2,21,0.3823922788516684,54.0029
Mali,Africa,2006,5.1491068527021415,148.5635158685482,433.3550842481182,69.30559641286457,364.0494878352532,170.0873879663477,13203378,1.7,6761,823,225,9611,28387,807,1113,2476,6357,10,5217,13760,12945,24339,65,608,1,18806,97,6227,200,1870,1816,434,9403,1999,3342,2986,4948,557,470,86.72,208.72,539.91,1818.65,0.21,0.55,0.09,2.67,0.27,3.48,0.46,10.2,21.6,0.3993802949517919,54.6149
Mali,Africa,2007,20.144011384678336,144.1133778755649,504.03282848944895,83.21303473732215,420.819793752126,193.91033509123605,13651455,1.8,6567,849,233,9005,27492,799,1164,2496,5819,10,5359,14165,12915,24985,68,632,18,17712,99,6425,59,1938,1885,436,8805,2034,3440,2945,5020,561,455,91.6,214.76,543.15,1872.49,0.21,0.55,0.09,2.67,0.27,3.48,0.46,10.2,22.2,0.41630185207364345,54.9411
Mali,Africa,2008,7.533384096411414,174.57049638804418,614.9957820600092,107.55166846758702,507.4441135924221,266.1293087623571,14113578,1.9,6857,878,243,8994,27453,845,1225,2568,5477,10,5635,14643,13521,25704,70,648,0,17385,105,6621,117,1999,1963,456,8797,2117,3524,2899,5099,589,445,94.48,216.36,560.34,1905.82,0.21,0.55,0.09,2.67,0.27,3.47,0.46,10.2,22.8,0.4331701004522028,55.2907
Mali,Africa,2009,12.498202782340508,151.7541390918111,594.0336873053892,101.729810856469,492.3038764489203,201.32401099254145,14581427,1.9,6955,905,251,8827,26725,869,1293,2603,5247,11,5852,15117,13861,26380,73,670,25,16656,109,6829,137,2064,2041,468,8631,2182,3620,2867,5164,607,435,98.16,222.88,572.4,1937.56,0.21,0.55,0.09,2.67,0.27,3.47,0.46,10.2,23.5,0.4499585671553271,55.8745
Mali,Africa,2010,23.070602221214777,162.04844450875493,626.4559549208332,111.31670554588064,515.1392493749524,249.40477623710376,15049352,2,6899,934,258,8507,26600,885,1337,2680,5077,11,5875,15491,13798,26856,75,686,0,15578,110,7024,34,2123,2098,466,8314,2198,3692,2825,5177,608,422,97.84,228.56,548.01,1938.59,0.21,0.55,0.09,2.67,0.27,3.47,0.46,10.3,24.1,0.46664673668341333,56.3817
Mali,Africa,2011,8.924148237460564,190.1066773902854,742.2998920206479,157.2066326383483,585.0932593822977,260.8854504636048,15514593,2,5699,965,265,8340,28581,845,1357,2789,4916,12,5853,15797,13508,27135,76,696,1,14675,110,7166,35,2168,2136,463,8147,2208,3742,2775,5162,609,408,99.6,230.68,563.22,1938.5,0.21,0.55,0.09,2.68,0.27,3.48,0.46,10.3,24.7,0.4832295632892207,56.7553
Mali,Africa,2012,18.4102301472294,216.90889275968783,671.4068374619607,120.57260436133453,550.8342331006237,243.4452923399705,15979492,2.1,5613,997,272,8218,32358,874,1501,2914,5033,12,5955,16123,13633,27474,77,709,0,14109,112,7330,333,2214,2178,471,8026,2252,3797,2752,5185,622,401,84.4,238.88,546.3,1990.42,0.21,0.55,0.09,2.69,0.27,3.5,0.46,10.3,25.4,0.49970211818999,57.0792
Malta,Europe,2000,411.676007455201,12544.689759818551,8472.387679970367,1857.6911233304904,6614.696556639878,13392.405760527114,390087,8.1,4,104,29,1,0,4,6,0,2,5,2,1310,150,14,2,22,0,1,1,721,0,95,73,1,0,25,122,39,102,2,0,229.84,207.52,958.32,1935.32,0.3,1,0.39,6.85,0.98,3.38,1.82,25.5,60.3,1,77.58
Malta,Europe,2001,-51.21146791475594,11301.230239406532,8682.406832770439,1982.9274543296483,6699.4793784407975,11737.13448762882,393028,8.2,2,108,31,1,0,4,6,0,2,5,2,1312,155,13,2,22,0,1,1,737,0,99,76,1,0,25,121,40,104,2,0,225.84,206.6,987.03,1922.53,0.3,1,0.39,6.86,1,3.37,1.82,25,60.7,1,79.015
Malta,Europe,2002,21.252449041966116,12803.475418129425,9003.28750061361,2140.9967193688926,6862.290781244718,12476.18770288313,395969,8.3,3,112,33,1,0,5,6,0,2,5,2,1325,158,12,2,22,0,1,1,755,0,103,78,1,0,24,127,41,107,2,0,228.88,212.44,937.35,1964.33,0.3,1,0.39,6.87,1.01,3.37,1.82,24.5,61.2,1,78.4667
Malta,Europe,2003,191.011389152047,14697.598324932613,10936.758238369444,2593.6434365578475,8343.114801811596,15087.044565296426,398582,8.5,2,115,34,1,0,5,6,0,2,5,1,1323,157,12,3,23,0,1,1,768,0,107,79,1,1,24,129,42,109,2,0,236.12,211.84,942.93,1978.11,0.3,1,0.4,6.88,1.02,3.36,1.82,23.799999,61.6,1,78.7634
Malta,Europe,2004,420.9118571045561,15671.516909762304,12515.60920240094,2911.617418614118,9603.991783786822,16642.780332240298,401268,8.6,4,119,34,1,0,4,6,0,2,5,1,1302,151,12,3,23,0,1,1,777,0,110,79,1,1,24,129,42,110,2,0,242.68,205.2,977.67,1946.45,0.3,1,0.4,6.9,1.03,3.35,1.82,23.200001,62,1,79.1944
Malta,Europe,2005,726.789903209143,16429.325565817835,13126.797164687272,2924.3762941308555,10202.420870556416,18085.816258918865,403834,9.8,2,124,35,1,0,4,5,0,2,6,1,1287,147,12,3,23,0,2,1,782,0,109,79,1,1,23,131,41,109,2,0,234.04,206.56,953.37,1975.03,0.3,1,0.41,6.9,1.04,3.35,1.82,22.6,62.4,1,79.6465
